Date,Time,Open,High,Low,Close,Volume,OI
09/25/1972,00:00,0.0,110.75,107.35,110.55,69650000,0
10/02/1972,00:00,0.0,111.35,107.78,109.62,76530000,0
10/09/1972,00:00,0.0,111.11,107.17,107.92,59150000,0
10/16/1972,00:00,0.0,109.79,106.27,109.24,71230000,0
10/23/1972,00:00,0.0,112.26,109.38,110.62,83120000,0
10/30/1972,00:00,0.0,114.81,109.66,114.22,91830000,0
11/06/1972,00:00,0.0,115.23,112.08,113.73,87350000,0
11/13/1972,00:00,0.0,116.23,112.91,115.49,100480000,0
11/20/1972,00:00,0.0,117.91,114.57,117.27,79060000,0
11/27/1972,00:00,0.0,118.18,115.56,117.38,96690000,0
12/04/1972,00:00,0.0,119.54,116.89,118.86,93490000,0
12/11/1972,00:00,0.0,119.79,117.37,118.26,87040000,0
12/18/1972,00:00,0.0,117.88,114.63,115.83,83860000,0
12/25/1972,00:00,0.0,118.77,115.54,118.05,57770000,0
01/01/1973,00:00,0.0,120.71,118.06,119.87,77270000,0
01/08/1973,00:00,0.0,121.74,118.69,119.3,101830000,0
01/15/1973,00:00,0.0,120.82,117.04,118.78,93200000,0
01/22/1973,00:00,0.0,119.63,114.97,116.45,76630000,0
01/29/1973,00:00,0.0,117.18,113.45,114.35,82960000,0
02/05/1973,00:00,0.0,115.48,111.85,114.68,85960000,0
02/12/1973,00:00,0.0,118.98,113.7,114.98,85230000,0
02/19/1973,00:00,0.0,116.26,112.77,113.16,58920000,0
02/26/1973,00:00,0.0,113.26,109.45,112.28,85860000,0
03/05/1973,00:00,0.0,115.23,111.33,113.79,79910000,0
03/12/1973,00:00,0.0,115.61,112.84,113.54,72060000,0
03/19/1973,00:00,0.0,113.5,107.41,108.88,77390000,0
03/26/1973,00:00,0.0,113.22,108.29,111.52,78120000,0
04/02/1973,00:00,0.0,111.7,107.44,109.28,62080000,0
04/09/1973,00:00,0.0,113.65,108.74,112.08,76150000,0
04/16/1973,00:00,0.0,112.93,109.99,112.17,52630000,0
04/23/1973,00:00,0.0,112.66,106.76,107.23,72310000,0
04/30/1973,00:00,0.0,111.99,105.34,111.0,81850000,0
05/07/1973,00:00,0.0,112.25,107.7,108.17,68780000,0
05/14/1973,00:00,0.0,107.74,103.18,103.86,75990000,0
05/21/1973,00:00,0.0,108.86,101.36,107.94,90240000,0
05/28/1973,00:00,0.0,108.58,103.31,103.93,45630000,0
06/04/1973,00:00,0.0,107.75,102.33,107.03,66600000,0
06/11/1973,00:00,0.0,109.52,104.37,105.1,64660000,0
06/18/1973,00:00,0.0,105.66,102.46,103.7,65130000,0
06/25/1973,00:00,0.0,105.3,101.45,104.26,61900000,0
07/02/1973,00:00,0.0,104.1,100.67,101.28,40870000,0
07/09/1973,00:00,0.0,106.62,100.44,104.09,73170000,0
07/16/1973,00:00,0.0,108.02,103.42,107.14,83640000,0
07/23/1973,00:00,0.0,111.04,106.31,109.59,85400000,0
07/30/1973,00:00,0.0,110.12,105.51,106.49,64250000,0
08/06/1973,00:00,0.0,107.57,104.21,104.77,62020000,0
08/13/1973,00:00,0.0,104.83,101.38,102.31,59210000,0
08/20/1973,00:00,0.0,102.65,99.74,101.62,53810000,0
08/27/1973,00:00,0.0,104.92,101.09,104.25,59870000,0
09/03/1973,00:00,0.0,105.95,103.6,104.76,59390000,0
09/10/1973,00:00,0.0,105.12,102.13,104.44,61780000,0
09/17/1973,00:00,0.0,108.02,102.41,107.2,105790000,0
09/24/1973,00:00,0.0,110.45,106.21,108.43,102110000,0
10/01/1973,00:00,0.0,110.46,107.08,109.85,97190000,0
10/08/1973,00:00,0.0,112.82,108.02,111.44,100910000,0
10/15/1973,00:00,0.0,111.56,108.5,110.22,90630000,0
10/22/1973,00:00,0.0,112.31,107.4,111.38,80740000,0
10/29/1973,00:00,0.0,112.56,106.33,107.07,86690000,0
11/05/1973,00:00,0.0,108.45,104.52,105.3,87120000,0
11/12/1973,00:00,0.0,105.75,100.69,103.88,109310000,0
11/19/1973,00:00,0.0,103.65,97.64,99.44,76390000,0
11/26/1973,00:00,0.0,98.72,94.88,95.96,93820000,0
12/03/1973,00:00,0.0,97.58,91.55,96.51,102600000,0
12/10/1973,00:00,0.0,99.09,91.05,93.29,95010000,0
12/17/1973,00:00,0.0,96.83,91.87,93.54,89110000,0
12/24/1973,00:00,0.0,98.76,91.68,97.54,74190000,0
12/31/1973,00:00,0.0,100.94,95.95,98.9,82080000,0
01/07/1974,00:00,0.0,99.31,91.62,93.66,86480000,0
01/14/1974,00:00,0.0,98.35,92.35,95.56,80300000,0
01/21/1974,00:00,0.0,98.11,93.23,96.63,80690000,0
01/28/1974,00:00,0.0,98.06,94.66,95.32,69550000,0
02/04/1974,00:00,0.0,94.89,91.87,92.33,63550000,0
02/11/1974,00:00,0.0,92.98,89.53,92.27,61710000,0
02/18/1974,00:00,0.0,96.19,91.34,95.39,57900000,0
02/25/1974,00:00,0.0,97.43,94.2,95.53,74050000,0
03/04/1974,00:00,0.0,98.57,94.19,97.78,84100000,0
03/11/1974,00:00,0.0,101.05,96.38,99.28,86810000,0
03/18/1974,00:00,0.0,99.71,96.35,97.27,64650000,0
03/25/1974,00:00,0.0,98.66,93.44,93.98,61160000,0
04/01/1974,00:00,0.0,95.14,92.55,93.01,58300000,0
04/08/1974,00:00,0.0,93.52,91.5,92.12,43200000,0
04/15/1974,00:00,0.0,95.42,91.49,93.75,61860000,0
04/22/1974,00:00,0.0,94.12,88.62,90.18,69760000,0
04/29/1974,00:00,0.0,93.59,89.02,91.29,60970000,0
05/06/1974,00:00,0.0,93.57,90.13,91.47,61990000,0
05/13/1974,00:00,0.0,91.72,87.67,88.21,59370000,0
05/20/1974,00:00,0.0,89.27,86.12,88.58,66700000,0
05/27/1974,00:00,0.0,89.37,85.87,87.28,47270000,0
06/03/1974,00:00,0.0,93.76,86.78,92.55,74590000,0
06/10/1974,00:00,0.0,93.64,90.73,91.3,58640000,0
06/17/1974,00:00,0.0,91.34,86.77,87.46,54160000,0
06/24/1974,00:00,0.0,89.48,85.13,86.0,57950000,0
07/01/1974,00:00,0.0,86.89,83.17,83.66,44560000,0
07/08/1974,00:00,0.0,83.65,79.08,83.15,76990000,0
07/15/1974,00:00,0.0,85.39,81.7,83.54,59860000,0
07/22/1974,00:00,0.0,85.67,82.0,82.4,58800000,0
07/29/1974,00:00,0.0,82.02,77.84,78.59,55460000,0
08/05/1974,00:00,0.0,83.53,78.03,80.86,66600000,0
08/12/1974,00:00,0.0,81.26,75.19,75.67,51310000,0
08/19/1974,00:00,0.0,76.11,70.75,71.55,66420000,0
08/26/1974,00:00,0.0,73.17,69.37,72.15,74190000,0
09/02/1974,00:00,0.0,73.01,67.64,71.42,59020000,0
09/09/1974,00:00,0.0,71.35,64.74,65.2,67950000,0
09/16/1974,00:00,0.0,71.12,64.15,70.14,77110000,0
09/23/1974,00:00,0.0,71.02,64.58,64.94,60970000,0
09/30/1974,00:00,0.0,64.85,60.96,62.34,73180000,0
10/07/1974,00:00,0.0,71.99,62.78,71.14,95730000,0
10/14/1974,00:00,0.0,74.43,69.41,72.28,82880000,0
10/21/1974,00:00,0.0,75.09,68.8,70.12,75190000,0
10/28/1974,00:00,0.0,75.9,68.89,73.88,78590000,0
11/04/1974,00:00,0.0,77.41,71.93,74.91,85670000,0
11/11/1974,00:00,0.0,75.7,71.41,71.91,70320000,0
11/18/1974,00:00,0.0,71.1,66.85,68.9,70220000,0
11/25/1974,00:00,0.0,71.31,67.79,69.97,47110000,0
12/02/1974,00:00,0.0,69.8,64.4,65.01,65730000,0
12/09/1974,00:00,0.0,69.03,64.13,67.07,75440000,0
12/16/1974,00:00,0.0,69.01,65.86,66.91,82040000,0
12/23/1974,00:00,0.0,68.19,65.34,67.14,52450000,0
12/30/1974,00:00,0.0,71.64,66.23,70.71,69560000,0
01/06/1975,00:00,0.0,73.75,69.04,72.61,90270000,0
01/13/1975,00:00,0.0,73.81,70.45,70.96,84340000,0
01/20/1975,00:00,0.0,73.57,69.8,72.98,82190000,0
01/27/1975,00:00,0.0,78.69,73.76,76.98,145680000,0
02/03/1975,00:00,0.0,80.72,76.0,78.63,127350000,0
02/10/1975,00:00,0.0,82.53,77.38,81.5,110830000,0
02/17/1975,00:00,0.0,83.56,79.83,82.62,92620000,0
02/24/1975,00:00,0.0,82.71,78.91,81.59,92840000,0
03/03/1975,00:00,0.0,85.43,81.32,84.3,130070000,0
03/10/1975,00:00,0.0,85.89,82.52,84.76,122190000,0
03/17/1975,00:00,0.0,87.08,82.52,83.39,111890000,0
03/24/1975,00:00,0.0,84.88,80.08,83.85,73190000,0
03/31/1975,00:00,0.0,84.62,80.29,80.88,74440000,0
04/07/1975,00:00,0.0,84.7,79.66,84.18,91450000,0
04/14/1975,00:00,0.0,88.79,83.98,86.3,138650000,0
04/21/1975,00:00,0.0,88.64,85.0,86.62,109430000,0
04/28/1975,00:00,0.0,89.98,85.0,89.22,99520000,0
05/05/1975,00:00,0.0,91.24,87.6,90.53,121450000,0
05/12/1975,00:00,0.0,93.51,89.74,90.43,120730000,0
05/19/1975,00:00,0.0,91.45,88.35,90.58,89300000,0
05/26/1975,00:00,0.0,91.62,88.83,91.15,80140000,0
06/02/1975,00:00,0.0,93.76,91.32,92.48,123540000,0
06/09/1975,00:00,0.0,92.87,89.3,90.52,92300000,0
06/16/1975,00:00,0.0,93.75,89.6,92.61,99400000,0
06/23/1975,00:00,0.0,95.72,91.81,94.81,112330000,0
06/30/1975,00:00,0.0,95.85,93.37,94.36,77350000,0
07/07/1975,00:00,0.0,96.19,92.51,94.66,112280000,0
07/14/1975,00:00,0.0,96.58,92.39,93.2,113780000,0
07/21/1975,00:00,0.0,93.93,88.72,89.29,93160000,0
07/28/1975,00:00,0.0,90.07,87.46,87.99,77860000,0
08/04/1975,00:00,0.0,88.17,85.34,86.02,68420000,0
08/11/1975,00:00,0.0,88.17,85.02,86.36,61930000,0
08/18/1975,00:00,0.0,87.21,82.21,84.28,74090000,0
08/25/1975,00:00,0.0,87.73,83.35,86.88,63710000,0
09/01/1975,00:00,0.0,87.42,84.62,85.62,48210000,0
09/08/1975,00:00,0.0,86.73,82.84,83.3,65400000,0
09/15/1975,00:00,0.0,86.39,81.57,85.88,69340000,0
09/22/1975,00:00,0.0,86.86,83.8,86.19,69070000,0
09/29/1975,00:00,0.0,86.38,82.57,85.95,67820000,0
10/06/1975,00:00,0.0,89.42,85.56,88.21,79450000,0
10/13/1975,00:00,0.0,90.8,87.73,88.86,80980000,0
10/20/1975,00:00,0.0,91.75,88.43,89.83,86130000,0
10/27/1975,00:00,0.0,91.01,88.35,89.04,74260000,0
11/03/1975,00:00,0.0,90.18,87.63,89.33,74890000,0
11/10/1975,00:00,0.0,92.33,88.35,90.97,95040000,0
11/17/1975,00:00,0.0,92.3,88.79,89.53,85810000,0
11/24/1975,00:00,0.0,91.74,88.65,91.24,63070000,0
12/01/1975,00:00,0.0,91.9,86.54,86.82,85730000,0
12/08/1975,00:00,0.0,88.79,86.15,87.83,74270000,0
12/15/1975,00:00,0.0,90.09,87.32,88.8,84630000,0
12/22/1975,00:00,0.0,90.45,87.64,90.25,54260000,0
12/29/1975,00:00,0.0,91.18,89.17,90.9,60380000,0
01/05/1976,00:00,0.0,95.71,90.85,94.95,141940000,0
01/12/1976,00:00,0.0,98.34,94.38,97.0,159700000,0
01/19/1976,00:00,0.0,99.88,96.36,99.21,161670000,0
01/26/1976,00:00,0.0,101.99,97.66,100.86,162220000,0
02/02/1976,00:00,0.0,102.57,98.64,99.46,157490000,0
02/09/1976,00:00,0.0,101.8,98.77,99.67,137780000,0
02/16/1976,00:00,0.0,103.07,98.5,102.1,139080000,0
02/23/1976,00:00,0.0,102.92,98.6,99.71,161780000,0
03/01/1976,00:00,0.0,101.26,98.23,99.11,120550000,0
03/08/1976,00:00,0.0,102.46,98.93,100.86,135050000,0
03/15/1976,00:00,0.0,102.01,99.24,100.58,106960000,0
03/22/1976,00:00,0.0,104.39,100.14,102.85,115490000,0
03/29/1976,00:00,0.0,103.36,101.23,102.25,86880000,0
04/05/1976,00:00,0.0,104.63,99.87,100.35,106210000,0
04/12/1976,00:00,0.0,101.77,99.57,100.67,65560000,0
04/19/1976,00:00,0.0,104.04,100.32,102.29,103820000,0
04/26/1976,00:00,0.0,103.18,100.91,101.64,81340000,0
05/03/1976,00:00,0.0,102.27,100.14,101.88,81400000,0
05/10/1976,00:00,0.0,103.99,100.82,101.34,98390000,0
05/17/1976,00:00,0.0,102.53,100.41,101.26,91870000,0
05/24/1976,00:00,0.0,101.07,98.26,100.18,84250000,0
05/31/1976,00:00,0.0,101.1,98.79,99.15,64860000,0
06/07/1976,00:00,0.0,101.22,97.97,100.92,81300000,0
06/14/1976,00:00,0.0,104.8,100.84,103.76,114840000,0
06/21/1976,00:00,0.0,104.82,102.4,103.72,95290000,0
06/28/1976,00:00,0.0,105.07,102.95,104.11,98800000,0
07/05/1976,00:00,0.0,105.41,102.8,104.98,79810000,0
07/12/1976,00:00,0.0,106.78,103.87,104.68,115990000,0
07/19/1976,00:00,0.0,105.32,103.05,104.06,86830000,0
07/26/1976,00:00,0.0,104.69,102.31,103.44,73270000,0
08/02/1976,00:00,0.0,105.18,102.64,103.79,82480000,0
08/09/1976,00:00,0.0,105.24,103.01,104.25,76590000,0
08/16/1976,00:00,0.0,105.41,101.96,102.37,84010000,0
08/23/1976,00:00,0.0,102.65,100.43,101.48,76980000,0
08/30/1976,00:00,0.0,104.84,101.22,104.3,77460000,0
09/06/1976,00:00,0.0,105.73,103.79,104.65,69530000,0
09/13/1976,00:00,0.0,106.81,103.28,106.27,97110000,0
09/20/1976,00:00,0.0,108.72,105.74,106.8,126610000,0
09/27/1976,00:00,0.0,107.7,103.6,104.17,91280000,0
10/04/1976,00:00,0.0,104.62,102.05,102.56,89270000,0
10/11/1976,00:00,0.0,102.48,100.02,100.88,89340000,0
10/18/1976,00:00,0.0,102.32,99.24,99.96,83620000,0
10/25/1976,00:00,0.0,103.1,99.21,102.9,78540000,0
11/01/1976,00:00,0.0,103.78,100.48,100.82,80220000,0
11/08/1976,00:00,0.0,100.62,98.18,99.24,83400000,0
11/15/1976,00:00,0.0,102.77,98.53,101.92,106180000,0
11/22/1976,00:00,0.0,103.51,101.41,103.15,75440000,0
11/29/1976,00:00,0.0,103.46,101.46,102.76,103680000,0
12/06/1976,00:00,0.0,105.36,102.53,104.7,133290000,0
12/13/1976,00:00,0.0,105.89,103.8,104.26,126050000,0
12/20/1976,00:00,0.0,105.59,102.99,104.84,96610000,0
12/27/1976,00:00,0.0,107.82,104.58,107.46,110700000,0
01/03/1977,00:00,0.0,107.97,104.3,105.01,114670000,0
01/10/1977,00:00,0.0,105.75,102.75,104.01,116890000,0
01/17/1977,00:00,0.0,104.45,102.35,103.32,123010000,0
01/24/1977,00:00,0.0,104.08,101.08,101.93,124130000,0
01/31/1977,00:00,0.0,103.32,100.91,101.88,119240000,0
02/07/1977,00:00,0.0,102.65,99.74,100.22,111230000,0
02/14/1977,00:00,0.0,102.22,99.51,100.49,101360000,0
02/21/1977,00:00,0.0,101.22,98.82,99.48,73310000,0
02/28/1977,00:00,0.0,101.67,98.91,101.2,90220000,0
03/07/1977,00:00,0.0,101.85,99.49,100.65,93460000,0
03/14/1977,00:00,0.0,102.7,100.24,101.86,105910000,0
03/21/1977,00:00,0.0,102.13,98.71,99.06,92260000,0
03/28/1977,00:00,0.0,100.12,97.8,99.21,86110000,0
04/04/1977,00:00,0.0,99.5,97.43,98.35,68440000,0
04/11/1977,00:00,0.0,102.07,98.08,101.04,113930000,0
04/18/1977,00:00,0.0,101.36,98.08,98.44,105870000,0
04/25/1977,00:00,0.0,98.87,96.53,98.44,97770000,0
05/02/1977,00:00,0.0,100.79,97.97,99.49,106070000,0
05/09/1977,00:00,0.0,100.09,97.91,99.03,97060000,0
05/16/1977,00:00,0.0,100.93,98.76,99.45,111490000,0
05/23/1977,00:00,0.0,99.35,95.92,96.27,93400000,0
05/30/1977,00:00,0.0,98.12,95.52,97.69,75070000,0
06/06/1977,00:00,0.0,98.86,96.6,98.46,102810000,0
06/13/1977,00:00,0.0,100.47,98.06,99.97,114550000,0
06/20/1977,00:00,0.0,101.65,99.56,101.19,129570000,0
06/27/1977,00:00,0.0,101.63,99.3,100.1,99110000,0
07/04/1977,00:00,0.0,100.72,99.12,99.79,83640000,0
07/11/1977,00:00,0.0,100.68,98.81,100.18,94540000,0
07/18/1977,00:00,0.0,102.57,99.94,101.67,141190000,0
07/25/1977,00:00,0.0,101.85,97.71,98.85,114950000,0
08/01/1977,00:00,0.0,99.84,97.53,98.76,96350000,0
08/08/1977,00:00,0.0,99.45,97.31,97.88,92660000,0
08/15/1977,00:00,0.0,98.69,96.78,97.51,97850000,0
08/22/1977,00:00,0.0,98.52,95.04,96.06,94210000,0
08/29/1977,00:00,0.0,97.76,95.59,97.45,87020000,0
09/05/1977,00:00,0.0,98.43,95.97,96.37,70590000,0
09/12/1977,00:00,0.0,97.31,95.37,96.48,87500000,0
09/19/1977,00:00,0.0,96.59,94.51,95.04,93540000,0
09/26/1977,00:00,0.0,96.85,94.44,96.53,97600000,0
10/03/1977,00:00,0.0,97.27,95.2,95.97,93350000,0
10/10/1977,00:00,0.0,96.15,92.88,93.56,95170000,0
10/17/1977,00:00,0.0,94.19,91.6,92.32,100250000,0
10/24/1977,00:00,0.0,93.15,90.2,92.61,107630000,0
10/31/1977,00:00,0.0,93.03,90.01,91.58,94790000,0
11/07/1977,00:00,0.0,96.49,91.32,95.98,129050000,0
11/14/1977,00:00,0.0,96.47,94.59,95.33,124950000,0
11/21/1977,00:00,0.0,97.11,94.59,96.69,95770000,0
11/28/1977,00:00,0.0,96.98,93.78,94.67,112570000,0
12/05/1977,00:00,0.0,95.01,92.15,93.65,103590000,0
12/12/1977,00:00,0.0,94.42,92.9,93.4,101360000,0
12/19/1977,00:00,0.0,94.99,91.76,94.69,117090000,0
12/26/1977,00:00,0.0,95.67,93.99,95.1,83550000,0
01/02/1978,00:00,0.0,95.15,91.05,91.62,91530000,0
01/09/1978,00:00,0.0,91.48,89.23,89.69,116790000,0
01/16/1978,00:00,0.0,91.04,88.88,89.89,88590000,0
01/23/1978,00:00,0.0,90.08,88.02,88.58,93960000,0
01/30/1978,00:00,0.0,90.91,88.26,89.62,101960000,0
02/06/1978,00:00,0.0,91.32,88.95,90.08,85080000,0
02/13/1978,00:00,0.0,90.3,87.55,87.96,97520000,0
02/20/1978,00:00,0.0,88.87,86.83,88.49,81570000,0
02/27/1978,00:00,0.0,88.97,86.45,87.45,101150000,0
03/06/1978,00:00,0.0,89.25,86.48,88.88,108070000,0
03/13/1978,00:00,0.0,90.52,88.21,90.2,125580000,0
03/20/1978,00:00,0.0,91.35,88.83,89.36,96010000,0
03/27/1978,00:00,0.0,90.17,88.47,89.21,106510000,0
04/03/1978,00:00,0.0,90.59,88.07,90.17,120140000,0
04/10/1978,00:00,0.0,93.31,89.65,92.92,160110000,0
04/17/1978,00:00,0.0,95.89,92.75,94.34,212290000,0
04/24/1978,00:00,0.0,97.91,94.08,96.83,203060000,0
05/01/1978,00:00,0.0,98.3,94.57,96.53,196180000,0
05/08/1978,00:00,0.0,98.89,95.33,98.07,182100000,0
05/15/1978,00:00,0.0,100.32,97.4,98.12,204180000,0
05/22/1978,00:00,0.0,99.43,96.01,96.58,143180000,0
05/29/1978,00:00,0.0,98.52,95.95,98.14,110720000,0
06/05/1978,00:00,0.0,101.84,97.97,99.93,196460000,0
06/12/1978,00:00,0.0,100.68,97.1,97.42,149460000,0
06/19/1978,00:00,0.0,97.94,95.42,95.85,138210000,0
06/26/1978,00:00,0.0,96.26,93.99,95.53,121550000,0
07/03/1978,00:00,0.0,95.65,93.59,94.89,83760000,0
07/10/1978,00:00,0.0,97.88,94.28,97.58,128570000,0
07/17/1978,00:00,0.0,99.18,96.52,97.75,142300000,0
07/24/1978,00:00,99.08,100.51,96.72,100.0,152870000,0
07/31/1978,00:00,0.0,105.41,99.37,103.92,220550000,0
08/07/1978,00:00,0.0,105.72,102.6,103.96,189750000,0
08/14/1978,00:00,0.0,106.27,102.86,104.73,178120000,0
08/21/1978,00:00,0.0,105.86,103.14,104.9,173380000,0
08/28/1978,00:00,0.0,105.14,102.63,103.68,172210000,0
09/04/1978,00:00,0.0,107.19,103.31,106.79,157250000,0
09/11/1978,00:00,0.0,108.05,103.56,104.12,192100000,0
09/18/1978,00:00,0.0,105.03,100.66,101.84,164200000,0
09/25/1978,00:00,0.0,103.44,100.94,102.54,123670000,0
10/02/1978,00:00,0.0,104.23,101.76,103.52,121530000,0
10/09/1978,00:00,0.0,106.23,103.31,104.66,119020000,0
10/16/1978,00:00,0.0,104.63,97.12,97.95,170890000,0
10/23/1978,00:00,0.0,98.95,94.3,94.59,168700000,0
10/30/1978,00:00,0.0,97.41,91.65,96.18,219670000,0
11/06/1978,00:00,0.0,96.49,92.89,94.77,109400000,0
11/13/1978,00:00,0.0,95.03,91.77,94.42,124360000,0
11/20/1978,00:00,0.0,96.17,94.29,95.79,79790000,0
11/27/1978,00:00,0.0,96.69,93.29,96.28,110420000,0
12/04/1978,00:00,0.0,98.58,95.37,96.63,117100000,0
12/11/1978,00:00,0.0,97.58,94.88,95.33,110150000,0
12/18/1978,00:00,0.0,96.62,92.64,96.31,137840000,0
12/25/1978,00:00,0.0,97.89,95.48,96.11,100520000,0
01/01/1979,00:00,0.0,99.79,95.22,99.13,109700000,0
01/08/1979,00:00,0.0,100.91,97.83,99.93,135470000,0
01/15/1979,00:00,0.0,101.13,98.33,99.75,137230000,0
01/22/1979,00:00,0.0,102.59,98.9,101.86,151920000,0
01/29/1979,00:00,0.0,102.33,99.01,99.5,134690000,0
02/05/1979,00:00,0.0,99.07,96.51,97.87,126190000,0
02/12/1979,00:00,0.0,99.64,97.05,98.67,119960000,0
02/19/1979,00:00,0.0,100.07,97.29,97.78,97100000,0
02/26/1979,00:00,0.0,98.28,95.38,96.97,126140000,0
03/05/1979,00:00,0.0,100.58,97.03,99.54,144520000,0
03/12/1979,00:00,0.0,101.16,98.56,100.69,142680000,0
03/19/1979,00:00,0.0,102.41,99.87,101.6,160870000,0
03/26/1979,00:00,0.0,103.31,100.6,101.59,154770000,0
04/02/1979,00:00,0.0,103.95,100.14,103.18,173690000,0
04/09/1979,00:00,0.0,103.83,101.51,102.0,118810000,0
04/16/1979,00:00,0.0,102.4,100.46,101.23,146800000,0
04/23/1979,00:00,0.0,103.07,100.68,101.8,154910000,0
04/30/1979,00:00,0.0,102.57,100.42,100.69,149490000,0
05/07/1979,00:00,0.0,100.37,97.92,98.52,140110000,0
05/14/1979,00:00,0.0,100.73,97.49,99.93,134130000,0
05/21/1979,00:00,0.0,101.31,99.14,100.22,139860000,0
05/28/1979,00:00,0.0,100.76,98.29,99.17,111150000,0
06/04/1979,00:00,0.0,102.54,98.61,101.49,173770000,0
06/11/1979,00:00,0.0,103.64,100.91,102.09,193050000,0
06/18/1979,00:00,0.0,103.16,100.91,102.64,168440000,0
06/25/1979,00:00,0.0,103.67,101.22,102.91,175890000,0
07/02/1979,00:00,0.0,103.91,101.31,103.62,132590000,0
07/09/1979,00:00,0.0,105.17,101.49,102.32,183700000,0
07/16/1979,00:00,0.0,103.2,100.35,101.82,149980000,0
07/23/1979,00:00,0.0,103.63,100.84,103.1,151470000,0
07/30/1979,00:00,0.0,105.02,102.42,104.04,165450000,0
08/06/1979,00:00,0.0,106.84,103.27,106.4,188940000,0
08/13/1979,00:00,0.0,109.18,106.28,108.3,207650000,0
08/20/1979,00:00,0.0,109.68,107.65,108.6,178050000,0
08/27/1979,00:00,0.0,109.84,108.12,109.32,147960000,0
09/03/1979,00:00,0.0,109.41,105.38,107.66,139690000,0
09/10/1979,00:00,0.0,109.48,106.72,108.76,192080000,0
09/17/1979,00:00,0.0,111.58,107.32,110.47,209210000,0
09/24/1979,00:00,0.0,111.25,108.27,109.32,172960000,0
10/01/1979,00:00,0.0,112.16,107.7,111.27,186810000,0
10/08/1979,00:00,0.0,111.83,102.31,104.49,253710000,0
10/15/1979,00:00,0.0,104.74,101.24,101.6,170290000,0
10/22/1979,00:00,0.0,101.45,99.06,100.57,167730000,0
10/29/1979,00:00,0.0,103.21,100.13,102.51,128940000,0
11/05/1979,00:00,0.0,102.66,99.42,101.51,129590000,0
11/12/1979,00:00,0.0,104.94,101.27,103.79,149290000,0
11/19/1979,00:00,0.0,105.13,102.04,104.67,128420000,0
11/26/1979,00:00,0.0,107.89,104.83,106.16,196800000,0
12/03/1979,00:00,0.0,109.24,105.07,107.52,181720000,0
12/10/1979,00:00,0.0,109.49,106.65,108.92,181550000,0
12/17/1979,00:00,0.0,110.33,106.99,107.59,205460000,0
12/24/1979,00:00,0.0,108.61,106.8,107.84,109950000,0
12/31/1979,00:00,0.0,108.53,103.26,106.52,161750000,0
01/07/1980,00:00,0.0,111.16,105.8,109.92,272020000,0
01/14/1980,00:00,0.0,112.9,109.34,111.07,274270000,0
01/21/1980,00:00,0.0,115.27,110.66,113.61,255560000,0
01/28/1980,00:00,0.0,117.17,112.93,115.12,272780000,0
02/04/1980,00:00,0.0,118.66,112.15,117.95,252450000,0
02/11/1980,00:00,0.0,120.22,114.12,115.41,269200000,0
02/18/1980,00:00,0.0,117.9,113.35,115.04,183560000,0
02/25/1980,00:00,0.0,115.12,111.33,113.66,204710000,0
03/03/1980,00:00,0.0,114.34,105.99,106.9,232800000,0
03/10/1980,00:00,0.0,108.54,104.01,105.43,191340000,0
03/17/1980,00:00,0.0,105.72,101.14,102.31,185680000,0
03/24/1980,00:00,0.0,102.18,94.23,100.68,230790000,0
03/31/1980,00:00,0.0,103.87,100.02,102.15,131250000,0
04/07/1980,00:00,0.0,105.15,99.23,103.79,157750000,0
